location,total_sqft,size,area_type,balcony,bath,price
Attibele,395.0,1,Built-up  Area,1.0,1.0,10.25
Electronic City Phase II,1031.0,2,Super built-up  Area,1.0,2.0,56.35
others,2400.0,6,Plot  Area,2.0,8.0,650.0
Thanisandra,2650.0,4,Super built-up  Area,2.0,4.0,240.0
Basaveshwara Nagar,2400.0,5,Plot  Area,1.0,5.0,415.0
Hennur,1259.0,2,Super built-up  Area,2.0,2.0,57.0
Raja Rajeshwari Nagar,1570.0,3,Built-up  Area,2.0,3.0,88.0
Bisuvanahalli,1075.0,3,Built-up  Area,1.0,2.0,36.0
Whitefield,1216.0,2,Super built-up  Area,1.0,2.0,79.0
Sarjapur  Road,1428.0,3,Super built-up  Area,2.0,2.0,66.0
Begur Road,1160.0,2,Super built-up  Area,2.0,2.0,40.59
others,600.0,3,Plot  Area,1.0,2.0,110.0
others,1475.0,3,Super built-up  Area,2.0,3.0,70.0
Harlur,1754.0,3,Super built-up  Area,2.0,3.0,135.0
Rayasandra,1639.0,3,Super built-up  Area,1.0,3.0,83.0
Hennur Road,1804.0,3,Super built-up  Area,2.0,3.0,102.0
Whitefield,1200.0,3,Plot  Area,2.0,3.0,56.2
others,1135.0,2,Built-up  Area,3.0,2.0,55.0
Begur Road,1260.0,2,Super built-up  Area,2.0,2.0,46.62
others,1440.0,5,Plot  Area,1.0,5.0,110.0
Hennur Road,2160.0,3,Built-up  Area,2.0,3.0,160.0
Rachenahalli,1220.0,2,Super built-up  Area,2.0,2.0,59.5
Margondanahalli,1200.0,2,Plot  Area,0.0,2.0,67.0
Yelahanka,1300.0,2,Super built-up  Area,3.0,2.0,65.0
Cox Town,605.0,1,Super built-up  Area,1.0,1.0,29.0
Vijayanagar,1230.0,6,Plot  Area,1.0,4.0,210.0
Bhoganhalli,1444.0,2,Super built-up  Area,1.0,2.0,75.97
Amruthahalli,924.0,2,Built-up  Area,1.0,2.0,45.0
Kaikondrahalli,1000.0,2,Super built-up  Area,1.0,2.0,30.0
Vishveshwarya Layout,600.0,4,Plot  Area,0.0,4.0,95.0
others,1200.0,3,Plot  Area,3.0,3.0,225.0
Bisuvanahalli,845.0,2,Super built-up  Area,1.0,2.0,29.0
Kanakpura Road,700.0,2,Super built-up  Area,1.0,2.0,35.0
Kothanur,1187.0,2,Super built-up  Area,2.0,2.0,58.0
Kaggadasapura,1625.0,3,Super built-up  Area,2.0,3.0,55.0
Devarachikkanahalli,1200.0,2,Plot  Area,2.0,2.0,83.0
others,1452.55,2,Super built-up  Area,3.0,2.0,110.0
others,2357.0,3,Built-up  Area,2.0,3.0,151.0
Kaval Byrasandra,1200.0,2,Super built-up  Area,1.0,2.0,49.5
Budigere,1139.0,2,Super built-up  Area,2.0,2.0,56.85
Basavangudi,600.0,1,Built-up  Area,0.0,1.0,97.5
Kanakpura Road,1660.0,3,Super built-up  Area,3.0,3.0,75.0
others,1170.0,2,Super built-up  Area,3.0,2.0,105.0
Somasundara Palya,1448.0,2,Super built-up  Area,2.0,2.0,68.0
Kadugodi,1762.0,3,Super built-up  Area,3.0,3.0,110.0
Kaggadasapura,1105.0,2,Super built-up  Area,1.0,2.0,38.65
Yelahanka,1825.0,3,Super built-up  Area,1.0,3.0,105.0
Bhoganhalli,296.0,1,Super built-up  Area,0.0,1.0,22.89
others,1200.0,5,Plot  Area,1.0,4.0,85.0
Thanisandra,1185.0,2,Super built-up  Area,2.0,2.0,43.0
Electronic City Phase II,1320.0,3,Built-up  Area,1.0,2.0,38.12
Hulimavu,1058.0,2,Super built-up  Area,1.0,2.0,48.0
Bellandur,1220.0,2,Super built-up  Area,2.0,2.0,60.0
Sarjapur,925.0,2,Super built-up  Area,1.0,2.0,25.0
Old Madras Road,1200.0,2,Super built-up  Area,1.0,2.0,72.0
Kengeri,1160.0,3,Super built-up  Area,2.0,2.0,40.6
Kengeri Satellite Town,600.0,3,Plot  Area,3.0,4.0,72.0
others,1411.0,3,Super built-up  Area,2.0,3.0,91.72
Bannerghatta Road,1550.0,3,Super built-up  Area,2.0,3.0,78.0
Green Glen Layout,3250.0,4,Super built-up  Area,3.0,4.0,230.0
7th Phase JP Nagar,2503.0,4,Super built-up  Area,0.0,4.0,188.0
Marathahalli,2524.0,4,Super built-up  Area,2.0,5.0,190.0
Kaggadasapura,1063.0,2,Super built-up  Area,2.0,2.0,42.0
Kanakpura Road,1077.0,2,Super built-up  Area,1.0,2.0,37.7
others,1200.0,2,Super built-up  Area,2.0,3.0,44.0
Hosakerehalli,1500.0,4,Built-up  Area,2.0,3.0,70.0
Jalahalli,1045.0,2,Super built-up  Area,2.0,2.0,76.77
Kanakapura,1290.0,3,Super built-up  Area,3.0,2.0,45.15
Hoodi,1400.0,2,Super built-up  Area,1.0,2.0,78.0
Begur Road,1600.0,3,Built-up  Area,2.0,3.0,58.14
others,3095.0,3,Super built-up  Area,3.0,3.0,375.0
Nagavara,1545.0,3,Super built-up  Area,1.0,2.0,58.0
Sarjapur  Road,1680.0,3,Super built-up  Area,1.0,3.0,112.0
others,1350.0,2,Built-up  Area,1.0,2.0,67.5
Gottigere,950.0,2,Super built-up  Area,1.0,2.0,38.0
Thanisandra,1050.0,2,Super built-up  Area,2.0,2.0,45.0
Banashankari Stage V,1305.0,3,Super built-up  Area,2.0,2.0,49.0
Hosakerehalli,800.0,4,Plot  Area,2.0,4.0,120.0
Kodichikkanahalli,2700.0,5,Built-up  Area,2.0,7.0,125.0
others,1100.0,3,Plot  Area,1.0,3.0,78.0
Thanisandra,3500.0,6,Built-up  Area,0.0,5.0,160.0
Begur Road,1634.0,3,Super built-up  Area,1.0,3.0,83.33
Prithvi Layout,1352.0,2,Super built-up  Area,2.0,2.0,85.0
Balagere,1145.0,2,Super built-up  Area,2.0,2.0,65.0
7th Phase JP Nagar,2200.0,3,Super built-up  Area,2.0,3.0,190.0
Bommasandra Industrial Area,1020.0,2,Super built-up  Area,1.0,2.0,39.0
Raja Rajeshwari Nagar,1168.0,2,Super built-up  Area,1.0,2.0,61.0
Electronic City Phase II,1205.0,2,Super built-up  Area,1.0,2.0,75.0
Yeshwanthpur,1195.0,2,Super built-up  Area,2.0,2.0,100.0
CV Raman Nagar,1028.0,2,Built-up  Area,1.0,2.0,49.0
others,1175.0,2,Super built-up  Area,2.0,2.0,48.27
Pai Layout,1550.0,3,Super built-up  Area,2.0,2.0,90.0
Yeshwanthpur,1826.0,3,Super built-up  Area,2.0,3.0,165.0
Hoodi,2400.0,5,Plot  Area,2.0,5.0,160.0
Yelahanka,1603.0,3,Super built-up  Area,2.0,3.0,96.0
Marathahalli,1350.0,3,Built-up  Area,1.0,3.0,72.0
KR Puram,714.0,1,Built-up  Area,1.0,1.0,28.0
Whitefield,1215.0,2,Super built-up  Area,3.0,2.0,65.0
Malleshpalya,1405.0,3,Built-up  Area,2.0,2.0,77.0
KR Puram,1142.0,2,Super built-up  Area,1.0,2.0,51.0
others,4000.0,4,Built-up  Area,3.0,4.0,170.0
Whitefield,1870.0,3,Super built-up  Area,2.0,3.0,90.0
Subramanyapura,1313.0,2,Super built-up  Area,2.0,2.0,73.0
others,1945.0,3,Built-up  Area,3.0,3.0,120.0
Thanisandra,1573.0,3,Super built-up  Area,2.0,3.0,95.0
Sarjapur  Road,1255.0,2,Super built-up  Area,1.0,2.0,92.0
Benson Town,1400.0,4,Super built-up  Area,2.0,3.0,91.15
Kannamangala,1235.0,2,Super built-up  Area,2.0,2.0,43.63
Sarjapur  Road,1380.0,3,Super built-up  Area,1.0,2.0,52.0
Ramamurthy Nagar,1500.0,7,Plot  Area,2.0,9.0,250.0
others,1465.0,3,Super built-up  Area,3.0,2.0,74.72
Thigalarapalya,1418.0,2,Super built-up  Area,2.0,2.0,103.0
others,1650.0,3,Super built-up  Area,1.0,3.0,165.0
Anekal,351.0,1,Built-up  Area,1.0,1.0,16.0
Uttarahalli,1279.0,2,Super built-up  Area,2.0,2.0,48.0
Kasavanhalli,1870.0,3,Built-up  Area,1.0,3.0,200.0
others,1500.0,4,Plot  Area,1.0,5.0,230.0
Hebbal,2526.0,3,Super built-up  Area,2.0,2.0,250.0
others,1550.0,3,Plot  Area,1.0,2.0,150.0
Uttarahalli,1845.0,3,Super built-up  Area,1.0,2.0,68.27
others,1360.0,3,Super built-up  Area,1.0,2.0,59.27
others,1150.0,3,Built-up  Area,1.0,2.0,75.0
Whitefield,1260.0,2,Super built-up  Area,2.0,2.0,49.5
others,1200.0,3,Plot  Area,1.0,3.0,74.0
Dasanapura,965.0,2,Built-up  Area,1.0,2.0,42.5
Hoodi,1350.0,3,Built-up  Area,3.0,2.0,48.0
Bhoganhalli,1447.0,2,Super built-up  Area,1.0,2.0,75.97
others,1229.0,3,Super built-up  Area,1.0,3.0,86.03
Kudlu,1027.0,2,Super built-up  Area,2.0,2.0,43.0
Gottigere,1153.0,2,Super built-up  Area,1.0,2.0,48.5
Whitefield,4271.0,4,Super built-up  Area,0.0,5.0,145.5
Malleshpalya,1065.0,2,Super built-up  Area,2.0,2.0,50.0
others,1030.0,2,Built-up  Area,3.0,2.0,61.0
Mallasandra,1340.0,2,Super built-up  Area,2.0,2.0,61.0
others,600.0,1,Built-up  Area,0.0,1.0,32.0
Begur Road,1410.0,3,Super built-up  Area,3.0,2.0,44.42
Varthur,1055.0,2,Super built-up  Area,2.0,2.0,45.35
Yelahanka,1304.0,2,Super built-up  Area,1.0,2.0,79.0
others,2720.0,4,Super built-up  Area,1.0,4.0,485.0
Kammasandra,990.0,2,Built-up  Area,1.0,2.0,31.5
7th Phase JP Nagar,1035.0,2,Super built-up  Area,1.0,2.0,39.33
Tumkur Road,998.0,1,Super built-up  Area,0.0,1.0,30.09
Sonnenahalli,1120.0,2,Super built-up  Area,2.0,2.0,43.0
Haralur Road,1300.0,2,Super built-up  Area,2.0,2.0,73.0
Tumkur Road,1239.0,2,Super built-up  Area,1.0,2.0,82.0
Hosa Road,1365.0,2,Super built-up  Area,1.0,2.0,92.0
others,1165.0,2,Super built-up  Area,1.0,2.0,135.0
Subramanyapura,1130.0,3,Super built-up  Area,3.0,2.0,45.19
Green Glen Layout,1776.42,3,Super built-up  Area,2.0,3.0,105.0
Vidyaranyapura,900.0,4,Plot  Area,3.0,4.0,175.0
others,1107.0,2,Super built-up  Area,2.0,2.0,33.0
Nagavara,2319.0,3,Super built-up  Area,2.0,3.0,180.0
others,1520.0,3,Super built-up  Area,3.0,3.0,80.0
Kannamangala,1536.0,3,Super built-up  Area,1.0,3.0,89.0
others,3000.0,4,Built-up  Area,2.0,4.0,240.0
others,1050.0,2,Super built-up  Area,1.0,2.0,38.0
Hoodi,1850.0,3,Super built-up  Area,2.0,3.0,146.0
Billekahalli,1112.0,2,Super built-up  Area,2.0,2.0,62.0
Marathahalli,1535.0,3,Super built-up  Area,2.0,3.0,72.5
Kanakpura Road,1050.0,2,Built-up  Area,1.0,2.0,35.0
Banashankari,2400.0,4,Plot  Area,2.0,3.0,370.0
7th Phase JP Nagar,1250.0,3,Super built-up  Area,2.0,3.0,65.0
Kalena Agrahara,1187.0,2,Super built-up  Area,3.0,2.0,52.0
9th Phase JP Nagar,1164.0,2,Built-up  Area,1.0,2.0,56.0
Electronic City Phase II,1395.0,3,Super built-up  Area,1.0,2.0,62.78
Arekere,2072.0,3,Super built-up  Area,2.0,3.0,108.0
Kanakpura Road,1450.0,3,Super built-up  Area,3.0,3.0,60.91
Bannerghatta Road,1550.0,3,Super built-up  Area,2.0,3.0,82.0
others,1315.0,2,Super built-up  Area,2.0,2.0,90.0
Hebbal,3067.0,4,Super built-up  Area,3.0,4.0,230.0
others,1210.0,2,Super built-up  Area,2.0,2.0,72.0
Bisuvanahalli,1075.0,3,Super built-up  Area,1.0,2.0,47.0
others,11338.0,6,Super built-up  Area,1.0,9.0,1000.0
others,1215.0,3,Super built-up  Area,1.0,3.0,42.2
Kaggadasapura,1470.0,3,Built-up  Area,2.0,2.0,75.0
Hosur Road,1590.0,3,Built-up  Area,2.0,2.0,125.0
Kanakpura Road,1050.0,2,Super built-up  Area,1.0,2.0,36.75
Raja Rajeshwari Nagar,1306.0,2,Super built-up  Area,1.0,2.0,55.91
Malleshwaram,2000.0,3,Built-up  Area,2.0,3.0,250.0
others,1445.0,3,Built-up  Area,2.0,3.0,64.0
Sarjapur  Road,1220.0,3,Super built-up  Area,2.0,3.0,58.0
Sarjapur,3190.0,4,Plot  Area,1.0,3.0,160.0
Ramagondanahalli,1215.0,2,Super built-up  Area,1.0,2.0,51.26
Budigere,1920.0,3,Built-up  Area,1.0,2.0,88.0
Dodda Nekkundi,1390.0,2,Super built-up  Area,2.0,2.0,60.0
Battarahalli,800.0,3,Plot  Area,1.0,2.0,75.0
Nagarbhavi,600.0,3,Plot  Area,2.0,3.0,100.0
Hoodi,1196.0,2,Super built-up  Area,0.0,2.0,71.74
Bannerghatta Road,1550.0,3,Super built-up  Area,2.0,2.0,75.0
Thigalarapalya,1418.0,2,Super built-up  Area,2.0,2.0,101.0
Varthur Road,1655.0,3,Super built-up  Area,2.0,3.0,115.0
KR Puram,1115.0,2,Built-up  Area,2.0,2.0,33.45
others,1170.0,2,Super built-up  Area,2.0,2.0,68.0
Anekal,1035.0,2,Super built-up  Area,2.0,2.0,38.3
Singasandra,1306.0,3,Super built-up  Area,2.0,2.0,58.0
Kengeri,750.0,2,Super built-up  Area,2.0,2.0,22.0
Thanisandra,1917.0,3,Super built-up  Area,3.0,3.0,122.0
Kaggadasapura,1615.0,3,Super built-up  Area,3.0,3.0,58.0
Marathahalli,1071.0,2,Super built-up  Area,2.0,2.0,52.25
Koramangala,1325.0,2,Super built-up  Area,2.0,2.0,119.0
Malleshwaram,3000.0,7,Plot  Area,2.0,4.0,900.0
5th Phase JP Nagar,1400.0,3,Super built-up  Area,1.0,2.0,88.0
Tumkur Road,1246.0,2,Super built-up  Area,1.0,2.0,82.0
Sarjapur,1215.0,2,Built-up  Area,0.0,2.0,40.0
Munnekollal,1200.0,2,Super built-up  Area,2.0,2.0,49.5
others,450.0,4,Plot  Area,1.0,3.0,53.0
Kodigehaali,1200.0,2,Super built-up  Area,2.0,2.0,60.0
Kaval Byrasandra,945.0,2,Built-up  Area,2.0,2.0,50.0
Hormavu,1175.0,2,Super built-up  Area,1.0,2.0,52.0
Whitefield,920.0,2,Super built-up  Area,1.0,2.0,63.0
Hosakerehalli,3024.0,4,Super built-up  Area,1.0,5.0,350.0
others,1600.0,2,Plot  Area,2.0,2.0,110.0
Sanjay nagar,750.0,4,Plot  Area,0.0,2.0,110.0
others,955.0,2,Built-up  Area,2.0,1.0,34.01
Ardendale,1750.0,3,Super built-up  Area,3.0,3.0,100.0
Uttarahalli,1425.0,3,Super built-up  Area,2.0,2.0,64.0
Basavangudi,2150.0,3,Super built-up  Area,2.0,3.0,265.0
Whitefield,1165.0,2,Super built-up  Area,1.0,2.0,40.5
Kaggadasapura,1050.0,2,Super built-up  Area,2.0,2.0,48.0
others,1370.0,3,Super built-up  Area,2.0,2.0,75.0
Electronic City,1374.0,3,Super built-up  Area,1.0,2.0,72.0
Harlur,1754.0,3,Super built-up  Area,2.0,3.0,124.0
Kothanur,1847.0,3,Super built-up  Area,2.0,3.0,110.0
Ambedkar Nagar,1850.0,3,Super built-up  Area,3.0,4.0,139.0
Chikka Tirupathi,3297.0,3,Plot  Area,1.0,3.0,135.0
others,1187.0,2,Super built-up  Area,2.0,2.0,45.0
Bommasandra Industrial Area,1400.0,3,Built-up  Area,1.0,2.0,40.44
others,600.0,3,Plot  Area,0.0,2.0,30.0
Chamrajpet,1350.0,2,Super built-up  Area,3.0,2.0,180.0
others,3000.0,3,Plot  Area,2.0,2.0,120.0
Thanisandra,693.0,1,Super built-up  Area,1.0,1.0,34.3
others,1980.0,3,Super built-up  Area,2.0,3.0,224.0
KR Puram,1021.0,2,Super built-up  Area,1.0,2.0,48.0
Thigalarapalya,1165.0,2,Super built-up  Area,2.0,2.0,95.0
Horamavu Agara,1756.0,3,Super built-up  Area,2.0,3.0,92.0
Bharathi Nagar,1739.0,3,Super built-up  Area,1.0,3.0,105.0
Marathahalli,1215.0,2,Super built-up  Area,2.0,2.0,58.86
Munnekollal,950.0,2,Super built-up  Area,1.0,2.0,46.5
Kengeri,1082.0,3,Built-up  Area,1.0,2.0,49.0
Devanahalli,1080.0,2,Super built-up  Area,0.0,2.0,53.35
Arekere,1100.0,2,Super built-up  Area,2.0,2.0,55.0
Ardendale,3200.0,4,Plot  Area,1.0,4.0,205.0
Sarjapur  Road,1311.0,2,Super built-up  Area,1.0,2.0,78.0
Raja Rajeshwari Nagar,1608.0,3,Super built-up  Area,1.0,3.0,67.98
Begur Road,1160.0,2,Super built-up  Area,2.0,2.0,36.0
Whitefield,1170.0,2,Super built-up  Area,1.0,2.0,71.0
Kengeri,1155.0,2,Super built-up  Area,2.0,2.0,40.6
Rayasandra,1065.0,2,Super built-up  Area,2.0,2.0,44.95
Neeladri Nagar,674.0,1,Super built-up  Area,1.0,1.0,21.0
Ambedkar Nagar,1936.0,3,Super built-up  Area,2.0,4.0,126.0
Sarakki Nagar,2289.0,3,Super built-up  Area,2.0,3.0,260.0
others,1100.0,2,Super built-up  Area,1.0,2.0,38.45
Ramagondanahalli,2257.0,3,Super built-up  Area,2.0,4.0,157.0
Nagarbhavi,1055.0,2,Super built-up  Area,2.0,2.0,55.0
Raja Rajeshwari Nagar,1530.0,3,Super built-up  Area,3.0,3.0,51.87
others,1700.0,3,Super built-up  Area,1.0,3.0,97.0
Raja Rajeshwari Nagar,1575.0,3,Super built-up  Area,2.0,2.0,78.0
Frazer Town,3500.0,3,Built-up  Area,2.0,4.0,330.0
Rajiv Nagar,1263.0,2,Super built-up  Area,1.0,2.0,93.32
KR Puram,2186.5,3,Super built-up  Area,0.0,3.0,69.315
Kengeri Satellite Town,1043.0,2,Super built-up  Area,2.0,2.0,65.0
Hennur,1255.0,2,Super built-up  Area,2.0,2.0,53.5
JP Nagar,2002.5,2,Super built-up  Area,0.0,2.0,93.865
Chandapura,590.0,1,Super built-up  Area,0.0,1.0,13.57
Yelahanka,1550.0,3,Plot  Area,1.0,3.0,120.0
Sarjapur  Road,1220.0,3,Super built-up  Area,3.0,3.0,56.0
others,1900.0,3,Super built-up  Area,3.0,3.0,160.0
others,1360.0,3,Super built-up  Area,3.0,3.0,55.0
others,1100.0,2,Built-up  Area,1.0,2.0,75.0
8th Phase JP Nagar,1455.0,3,Super built-up  Area,2.0,3.0,73.31
KR Puram,1035.0,2,Built-up  Area,1.0,2.0,40.5
Harlur,1152.0,2,Super built-up  Area,2.0,2.0,69.0
Bellandur,1299.0,2,Super built-up  Area,2.0,2.0,82.0
Rachenahalli,1050.0,2,Super built-up  Area,2.0,2.0,52.5
Pai Layout,1050.0,2,Super built-up  Area,2.0,2.0,40.0
Vittasandra,1246.0,2,Super built-up  Area,1.0,2.0,67.4
others,1929.0,3,Built-up  Area,2.0,3.0,115.0
Hennur,1285.0,2,Super built-up  Area,1.0,2.0,60.0
Margondanahalli,1200.0,3,Plot  Area,0.0,2.0,65.0
others,3161.0,4,Built-up  Area,3.0,4.0,214.0
Sompura,1025.0,3,Built-up  Area,0.0,2.0,37.0
Malleshwaram,1124.0,2,Built-up  Area,2.0,3.0,80.0
Balagere,1012.0,2,Super built-up  Area,1.0,2.0,54.59
Giri Nagar,4500.0,7,Super built-up  Area,3.0,5.0,250.0
8th Phase JP Nagar,871.0,2,Super built-up  Area,2.0,2.0,55.0
others,1020.0,2,Built-up  Area,2.0,2.0,40.0
Rachenahalli,1550.0,3,Super built-up  Area,3.0,3.0,73.5
others,3515.0,3,Plot  Area,1.0,3.0,420.0
Akshaya Nagar,1410.0,3,Super built-up  Area,2.0,2.0,80.0
Chikka Tirupathi,3500.0,4,Plot  Area,3.0,5.0,150.0
Whitefield,1118.0,2,Super built-up  Area,1.0,2.0,75.0
Thanisandra,1098.0,2,Super built-up  Area,1.0,2.0,68.0
Kanakapura,1130.0,2,Super built-up  Area,1.0,2.0,45.2
Sarjapur  Road,1145.0,2,Super built-up  Area,2.0,2.0,75.0
Kadugodi,950.0,3,Plot  Area,1.0,3.0,80.0
others,1051.0,2,Super built-up  Area,1.0,2.0,33.0
Marathahalli,1102.0,2,Super built-up  Area,2.0,2.0,53.67
Jalahalli,1478.0,2,Super built-up  Area,2.0,2.0,125.0
Hebbal,823.0,2,Carpet  Area,1.0,2.0,50.63
Abbigere,880.0,2,Super built-up  Area,1.0,2.0,35.0
KR Puram,600.0,4,Built-up  Area,2.0,5.0,75.0
Budigere,1991.0,3,Super built-up  Area,2.0,4.0,100.0
TC Palaya,1100.0,3,Built-up  Area,1.0,3.0,50.0
Gubbalala,1745.0,3,Super built-up  Area,2.0,3.0,115.0
others,1226.0,2,Built-up  Area,1.0,3.0,135.0
Begur Road,680.0,3,Plot  Area,1.0,4.0,68.0
others,1100.0,2,Super built-up  Area,1.0,2.0,70.0
Banashankari Stage VI,1200.0,4,Plot  Area,3.0,4.0,195.0
5th Phase JP Nagar,1450.0,2,Super built-up  Area,1.0,2.0,58.0
Sahakara Nagar,1150.0,2,Built-up  Area,1.0,2.0,54.0
Banashankari Stage VI,2200.0,4,Plot  Area,2.0,4.0,195.0
Bommanahalli,1090.0,2,Built-up  Area,2.0,3.0,44.0
Kaggadasapura,1132.0,2,Super built-up  Area,2.0,2.0,42.0
Hulimavu,1375.0,2,Super built-up  Area,2.0,2.0,80.0
7th Phase JP Nagar,1500.0,4,Plot  Area,3.0,5.0,220.0
Thanisandra,760.0,1,Super built-up  Area,2.0,1.0,50.3
Kaggadasapura,1180.0,2,Super built-up  Area,2.0,2.0,65.0
Jigani,918.0,2,Super built-up  Area,2.0,2.0,45.0
Margondanahalli,1200.0,2,Built-up  Area,0.0,1.0,53.0
others,2400.0,7,Plot  Area,3.0,7.0,355.0
Ardendale,1728.0,3,Super built-up  Area,2.0,3.0,95.0
Malleshwaram,2215.0,3,Super built-up  Area,1.0,3.0,275.0
BTM 2nd Stage,1200.0,2,Super built-up  Area,2.0,2.0,80.0
others,1455.0,3,Super built-up  Area,2.0,2.0,56.0
Rachenahalli,440.0,1,Super built-up  Area,0.0,1.0,28.0
Kanakpura Road,1500.0,3,Plot  Area,2.0,3.0,97.0
Mysore Road,1525.0,3,Super built-up  Area,2.0,3.0,96.0
Rachenahalli,1204.0,2,Super built-up  Area,3.0,2.0,38.5
Old Madras Road,1225.0,2,Super built-up  Area,1.0,2.0,53.55
Kalyan nagar,800.0,6,Built-up  Area,3.0,6.0,98.0
Electronic City,880.0,3,Built-up  Area,1.0,2.0,18.0
others,4200.0,4,Built-up  Area,2.0,4.0,255.0
others,1200.0,2,Plot  Area,0.0,2.0,55.0
Sarjapur  Road,1152.0,4,Plot  Area,1.0,4.0,230.0
9th Phase JP Nagar,1005.0,2,Super built-up  Area,1.0,2.0,42.0
Whitefield,1562.0,3,Super built-up  Area,2.0,3.0,103.0
Devanahalli,5000.0,4,Built-up  Area,2.0,5.0,395.0
Babusapalaya,810.0,6,Plot  Area,2.0,5.0,95.0
Ramamurthy Nagar,1200.0,2,Super built-up  Area,3.0,2.0,42.0
Kasavanhalli,1555.0,3,Super built-up  Area,2.0,3.0,82.5
KR Puram,1550.0,2,Plot  Area,1.0,2.0,71.0
Whitefield,1190.0,2,Super built-up  Area,2.0,2.0,67.0
Chikkalasandra,1070.0,2,Built-up  Area,2.0,2.0,50.0
Jalahalli East,1020.0,2,Super built-up  Area,1.0,2.0,42.48
Yelahanka,1610.0,3,Super built-up  Area,1.0,3.0,115.0
others,700.0,1,Super built-up  Area,1.0,1.0,41.0
others,1300.0,3,Super built-up  Area,1.0,2.0,49.0
Hebbal,1420.0,2,Super built-up  Area,1.0,2.0,123.0
Vidyaranyapura,1200.0,9,Plot  Area,2.0,9.0,100.0
Hebbal,1069.0,3,Carpet  Area,2.0,3.0,65.4
Marathahalli,1900.0,3,Super built-up  Area,3.0,3.0,123.0
Old Airport Road,1655.0,2,Super built-up  Area,1.0,2.0,97.65
Uttarahalli,1155.0,2,Super built-up  Area,2.0,2.0,40.42
Sarjapur  Road,1300.0,3,Built-up  Area,2.0,2.0,70.0
Electronic City,1100.0,2,Super built-up  Area,2.0,2.0,45.0
Doddathoguru,1030.0,2,Super built-up  Area,2.0,2.0,42.0
Vittasandra,2105.0,2,Super built-up  Area,1.0,2.0,70.2
Bhoganhalli,1700.0,3,Built-up  Area,2.0,3.0,126.0
Jakkur,1760.0,3,Super built-up  Area,2.0,3.0,139.0
Kadugodi,6200.0,9,Built-up  Area,0.0,9.0,200.0
others,1400.0,2,Built-up  Area,1.0,2.0,67.0
others,1200.0,2,Super built-up  Area,0.0,2.0,53.0
Bannerghatta Road,912.0,2,Built-up  Area,1.0,2.0,55.0
Whitefield,1102.0,2,Super built-up  Area,1.0,2.0,48.0
others,1535.0,3,Super built-up  Area,1.0,3.0,55.0
Haralur Road,1243.0,2,Super built-up  Area,2.0,2.0,46.0
Jigani,918.0,2,Super built-up  Area,2.0,2.0,63.2
Begur Road,1500.0,3,Super built-up  Area,3.0,2.0,70.0
others,3000.0,3,Plot  Area,0.0,3.0,250.0
Kasavanhalli,1476.0,3,Super built-up  Area,0.0,3.0,89.0
Mysore Road,1200.0,2,Super built-up  Area,3.0,2.0,65.0
Vijayanagar,606.0,1,Super built-up  Area,0.0,1.0,34.78
others,1100.0,2,Super built-up  Area,3.0,2.0,61.0
Garudachar Palya,1295.0,3,Super built-up  Area,1.0,2.0,59.5
Neeladri Nagar,527.0,1,Built-up  Area,0.0,1.0,26.0
OMBR Layout,1300.0,2,Super built-up  Area,2.0,2.0,80.0
Bommanahalli,680.0,3,Plot  Area,1.0,4.0,68.0
others,1260.0,1,Plot  Area,0.0,1.0,41.0
Koramangala,1140.0,2,Built-up  Area,1.0,2.0,75.2
others,1500.0,1,Plot  Area,0.0,1.0,37.5
Whitefield,2321.0,3,Super built-up  Area,1.0,4.0,128.0
Sarjapur  Road,1390.0,2,Super built-up  Area,2.0,2.0,62.0
Sarjapur  Road,1725.0,3,Super built-up  Area,3.0,3.0,90.0
Hebbal,3067.0,4,Super built-up  Area,1.0,4.0,310.0
Hennur Road,1186.0,3,Super built-up  Area,1.0,2.0,63.0
Kanakpura Road,1230.0,2,Super built-up  Area,1.0,2.0,85.0
others,600.0,1,Built-up  Area,1.0,1.0,17.0
Yeshwanthpur,1313.0,3,Super built-up  Area,1.0,3.0,96.0
Ambalipura,1250.0,2,Super built-up  Area,2.0,2.0,66.25
HBR Layout,1200.0,9,Plot  Area,3.0,6.0,280.0
Binny Pete,660.0,1,Super built-up  Area,1.0,1.0,54.0
Basavangudi,1036.0,2,Super built-up  Area,2.0,2.0,105.0
Koramangala,2700.0,4,Built-up  Area,3.0,4.0,450.0
Old Madras Road,1100.0,2,Super built-up  Area,1.0,2.0,70.0
BTM 2nd Stage,1500.0,4,Plot  Area,1.0,2.0,450.0
Singasandra,525.0,4,Plot  Area,2.0,5.0,56.0
Electronics City Phase 1,1015.0,2,Built-up  Area,1.0,2.0,56.0
Gottigere,812.0,1,Plot  Area,0.0,1.0,26.0
others,1360.0,3,Built-up  Area,2.0,2.0,65.0
others,2167.0,3,Super built-up  Area,3.0,3.0,170.0
Raja Rajeshwari Nagar,1200.0,2,Super built-up  Area,1.0,2.0,35.0
others,1165.0,2,Super built-up  Area,2.0,2.0,75.0
BTM 2nd Stage,1274.0,2,Super built-up  Area,2.0,2.0,70.0
Raja Rajeshwari Nagar,1151.0,2,Super built-up  Area,2.0,2.0,39.02
Vidyaranyapura,1060.0,6,Plot  Area,3.0,6.0,110.0
Thubarahalli,1626.0,3,Super built-up  Area,2.0,2.0,120.0
Banashankari Stage V,1035.0,2,Super built-up  Area,2.0,2.0,35.77
