area_type,balcony,location,size,total_sqft,bath,price
Built-up  Area,1.0,Hennur Road,3,1445.0,2.0,105.0
Super built-up  Area,1.0,Hennur Road,2,1036.0,2.0,59.45
Super built-up  Area,1.0,Hennur Road,3,1832.0,3.0,125.0
Super built-up  Area,2.0,Hennur Road,2,1359.0,2.0,104.0
Super built-up  Area,1.0,Hennur Road,2,1341.0,2.0,75.76
Super built-up  Area,2.0,Hennur Road,2,1040.0,2.0,50.0
Super built-up  Area,2.0,Hennur Road,3,1685.0,3.0,95.0
Super built-up  Area,1.0,Hennur Road,3,1949.0,3.0,133.0
Super built-up  Area,1.0,Hennur Road,3,1250.0,2.0,77.88
Super built-up  Area,2.0,Hennur Road,4,2502.0,4.0,180.0
Built-up  Area,1.0,Hennur Road,3,1831.0,3.0,110.0
Super built-up  Area,1.0,Hennur Road,2,1232.0,2.0,87.0
Super built-up  Area,1.0,Hennur Road,2,1232.0,2.0,74.0
Super built-up  Area,1.0,Hennur Road,2,1232.0,2.0,66.0
Super built-up  Area,1.0,Hennur Road,2,1341.0,2.0,95.0
Super built-up  Area,1.0,Hennur Road,2,1232.0,2.0,88.0
Super built-up  Area,2.0,Hennur Road,3,2365.0,4.0,175.0
Super built-up  Area,1.0,Hennur Road,2,1310.0,2.0,66.0
Built-up  Area,2.0,Hennur Road,2,1015.0,2.0,50.0
Super built-up  Area,2.0,Hennur Road,3,2264.0,3.0,168.0
Super built-up  Area,2.0,Hennur Road,3,2002.0,3.0,120.0
Super built-up  Area,1.0,Hennur Road,2,1232.0,2.0,69.6
Super built-up  Area,2.0,Hennur Road,2,1195.0,2.0,73.0
Super built-up  Area,3.0,Hennur Road,2,1020.0,2.0,47.0
Plot  Area,3.0,Hennur Road,5,5100.0,6.0,375.0
Super built-up  Area,1.0,Hennur Road,2,1061.0,2.0,54.92
Built-up  Area,0.0,Hennur Road,2,1020.0,2.0,45.0
Super built-up  Area,3.0,Hennur Road,3,2041.0,3.0,128.0
Built-up  Area,1.0,Hennur Road,2,1066.0,2.0,52.23
Super built-up  Area,1.0,Hennur Road,2,973.0,2.0,56.0
Built-up  Area,1.0,Hennur Road,2,1255.0,2.0,84.0
Super built-up  Area,1.0,Hennur Road,2,1232.0,2.0,83.0
Super built-up  Area,1.0,Hennur Road,3,1832.0,3.0,116.0
Super built-up  Area,2.0,Hennur Road,3,1445.0,2.0,86.69
Built-up  Area,1.0,Hennur Road,2,1297.0,2.0,49.9
Super built-up  Area,1.0,Hennur Road,3,1445.0,2.0,83.0
Super built-up  Area,2.0,Hennur Road,3,1679.0,3.0,94.86
Super built-up  Area,1.0,Hennur Road,3,1305.0,2.0,110.0
Super built-up  Area,1.0,Hennur Road,3,1450.0,3.0,88.6
Super built-up  Area,1.0,Hennur Road,2,1155.0,2.0,69.18
Super built-up  Area,1.0,Hennur Road,2,1053.0,2.0,53.0
Super built-up  Area,2.0,Hennur Road,2,1195.0,2.0,59.0
Super built-up  Area,2.0,Hennur Road,3,1904.0,3.0,129.0
Super built-up  Area,1.0,Hennur Road,3,1981.0,3.0,134.0
Super built-up  Area,2.0,Hennur Road,3,1590.0,3.0,105.0
Super built-up  Area,3.0,Hennur Road,3,2041.0,3.0,138.0
Built-up  Area,1.0,Hennur Road,3,1100.0,2.0,78.0
Built-up  Area,0.0,Hennur Road,4,1880.0,4.0,154.0
Built-up  Area,1.0,Hennur Road,2,1460.0,2.0,80.3
Super built-up  Area,2.0,Hennur Road,3,1933.0,3.0,140.0
Super built-up  Area,1.0,Hennur Road,2,1030.0,2.0,46.5
Super built-up  Area,1.0,Hennur Road,3,1445.0,2.0,89.56
Super built-up  Area,1.0,Hennur Road,2,973.0,2.0,50.74
Super built-up  Area,1.0,Hennur Road,3,1482.0,2.0,83.73
Super built-up  Area,1.0,Hennur Road,3,1305.0,2.0,77.0
Super built-up  Area,1.0,Hennur Road,2,1165.0,2.0,67.0
Super built-up  Area,1.0,Hennur Road,2,980.0,2.0,51.0
Super built-up  Area,1.0,Hennur Road,2,1232.0,2.0,80.0
Super built-up  Area,1.0,Hennur Road,2,1085.0,2.0,43.4
Super built-up  Area,1.0,Hennur Road,2,950.0,2.0,55.0
Super built-up  Area,2.0,Hennur Road,2,1140.0,2.0,56.0
Super built-up  Area,1.0,Hennur Road,3,1891.0,3.0,110.0
Super built-up  Area,1.0,Hennur Road,2,1165.0,2.0,52.0
Built-up  Area,2.0,Hennur Road,2,1450.0,2.0,80.0
Super built-up  Area,1.0,Hennur Road,3,1936.0,3.0,131.0
Built-up  Area,2.0,Hoodi,2,985.0,2.0,67.0
Built-up  Area,2.0,Hoodi,2,1425.0,2.0,80.0
Super built-up  Area,2.0,Hoodi,2,1420.0,2.0,75.0
Super built-up  Area,2.0,Hoodi,3,1639.0,3.0,110.0
Super built-up  Area,3.0,Hoodi,3,1606.0,3.0,89.55
Super built-up  Area,1.0,Hoodi,3,1639.0,3.0,98.32
Super built-up  Area,1.0,Hoodi,2,1026.0,2.0,60.87
Super built-up  Area,2.0,Hoodi,2,1050.0,2.0,50.0
Super built-up  Area,1.0,Hoodi,2,1400.0,2.0,78.0
Plot  Area,2.0,Hoodi,5,2400.0,5.0,160.0
Super built-up  Area,0.0,Hoodi,2,1196.0,2.0,71.74
Built-up  Area,1.0,Hoodi,2,1500.0,2.0,84.0
Super built-up  Area,1.0,Hoodi,2,1055.0,2.0,57.63
Super built-up  Area,3.0,Hoodi,3,1925.0,2.0,114.0
Super built-up  Area,1.0,Hoodi,2,1400.0,2.0,82.0
Super built-up  Area,1.0,Hoodi,1,706.0,1.0,48.24
Super built-up  Area,1.0,Hoodi,2,1257.0,2.0,69.0
Super built-up  Area,0.0,Hoodi,2,1132.0,2.0,67.9
Super built-up  Area,3.0,Hoodi,3,1925.0,3.0,110.0
Super built-up  Area,1.0,Hoodi,2,1257.0,2.0,71.03
Super built-up  Area,1.0,Hoodi,2,1305.0,2.0,75.0
Built-up  Area,3.0,Hoodi,2,1240.0,2.0,65.0
Super built-up  Area,1.0,Hoodi,2,1108.0,2.0,74.23
Super built-up  Area,1.0,Hoodi,2,1257.0,2.0,68.5
Built-up  Area,2.0,Hoodi,2,1000.0,2.0,48.0
Super built-up  Area,1.0,Hoodi,2,1063.0,2.0,61.17
Super built-up  Area,2.0,Hoodi,2,1259.0,2.0,69.45
Super built-up  Area,1.0,Hoodi,2,1111.0,2.0,49.43
Super built-up  Area,2.0,Hoodi,3,1715.0,2.0,100.0
Super built-up  Area,2.0,Hoodi,2,1447.0,3.0,76.0
Super built-up  Area,2.0,Hoodi,3,2144.0,3.0,140.0
Super built-up  Area,0.0,Hoodi,2,1108.0,2.0,66.46
Super built-up  Area,1.0,Hoodi,3,1837.0,3.0,110.0
Built-up  Area,1.0,Hoodi,4,3385.0,4.0,220.0
Super built-up  Area,2.0,Hoodi,2,1181.0,2.0,55.0
Built-up  Area,0.0,Hoodi,3,1490.0,3.0,85.0
Super built-up  Area,1.0,Horamavu Agara,2,1200.0,2.0,45.0
Super built-up  Area,2.0,Horamavu Agara,3,1560.0,3.0,75.0
Built-up  Area,1.0,Horamavu Agara,2,755.0,2.0,37.49
Built-up  Area,1.0,Horamavu Agara,2,982.0,2.0,47.65
Super built-up  Area,1.0,Horamavu Agara,3,1650.0,2.0,75.0
Super built-up  Area,3.0,Horamavu Agara,2,950.0,2.0,39.0
Super built-up  Area,2.0,Horamavu Agara,3,1756.0,3.0,92.0
Built-up  Area,1.0,Horamavu Agara,2,1106.0,2.0,43.09
Super built-up  Area,2.0,Horamavu Agara,2,1079.0,2.0,41.0
Super built-up  Area,1.0,Horamavu Agara,3,1265.0,2.0,65.0
Super built-up  Area,1.0,Horamavu Agara,2,1060.0,2.0,37.0
Super built-up  Area,1.0,Horamavu Agara,2,1107.83,2.0,41.51
Built-up  Area,1.0,Horamavu Agara,2,980.0,2.0,38.19
Super built-up  Area,2.0,Horamavu Agara,3,1250.0,3.0,65.0
Super built-up  Area,1.0,Horamavu Agara,2,1145.0,2.0,41.21
Super built-up  Area,1.0,Horamavu Agara,2,1000.0,2.0,46.0
Built-up  Area,2.0,Horamavu Agara,2,760.0,2.0,37.49
Super built-up  Area,1.0,Horamavu Agara,2,1150.0,2.0,42.0
Built-up  Area,1.0,Horamavu Agara,2,750.0,2.0,37.49
Super built-up  Area,1.0,Horamavu Agara,1,625.0,1.0,27.0
Built-up  Area,1.0,Horamavu Agara,2,1080.0,2.0,38.0
Super built-up  Area,1.0,Horamavu Agara,2,994.0,2.0,42.28
Super built-up  Area,1.0,Horamavu Agara,2,1090.0,2.0,46.0
Built-up  Area,3.0,Horamavu Agara,3,1400.0,3.0,63.0
Super built-up  Area,1.0,Horamavu Agara,3,1557.0,3.0,70.0
Super built-up  Area,2.0,Horamavu Agara,2,1058.0,2.0,47.0
Super built-up  Area,1.0,Horamavu Banaswadi,2,1460.0,2.0,80.5
Super built-up  Area,2.0,Horamavu Banaswadi,2,1156.0,2.0,46.0
Super built-up  Area,2.0,Horamavu Banaswadi,2,1180.0,2.0,58.0
Super built-up  Area,2.0,Horamavu Banaswadi,2,1307.0,2.0,51.6
Super built-up  Area,2.0,Horamavu Banaswadi,2,1357.0,2.0,54.0
Super built-up  Area,3.0,Horamavu Banaswadi,2,925.0,2.0,38.0
Super built-up  Area,2.0,Horamavu Banaswadi,2,1272.0,2.0,48.0
Super built-up  Area,2.0,Horamavu Banaswadi,2,1225.0,2.0,49.5
Super built-up  Area,2.0,Horamavu Banaswadi,2,1272.0,2.0,51.5
Super built-up  Area,2.0,Horamavu Banaswadi,2,1156.0,2.0,46.9
Super built-up  Area,1.0,Horamavu Banaswadi,2,1200.0,2.0,45.0
Super built-up  Area,2.0,Horamavu Banaswadi,2,1254.0,2.0,47.0
Super built-up  Area,1.0,Horamavu Banaswadi,2,1210.0,2.0,50.0
Super built-up  Area,2.0,Horamavu Banaswadi,2,1272.0,2.0,50.0
Super built-up  Area,2.0,Horamavu Banaswadi,2,1025.0,2.0,45.0
Built-up  Area,1.0,Horamavu Banaswadi,2,1081.0,2.0,52.0
Super built-up  Area,2.0,Horamavu Banaswadi,2,1000.0,2.0,50.0
Super built-up  Area,1.0,Hormavu,2,1500.0,2.0,78.0
Super built-up  Area,2.0,Hormavu,2,1150.0,2.0,55.0
Built-up  Area,2.0,Hormavu,2,1180.0,2.0,50.0
Plot  Area,0.0,Hormavu,2,1200.0,2.0,67.0
Plot  Area,0.0,Hormavu,2,1200.0,3.0,70.0
Super built-up  Area,1.0,Hormavu,2,1175.0,2.0,52.0
Super built-up  Area,1.0,Hormavu,1,1351.0,2.0,53.0
Super built-up  Area,1.0,Hormavu,2,1141.0,2.0,44.4
Super built-up  Area,1.0,Hormavu,2,1130.0,2.0,42.3
Built-up  Area,2.0,Hormavu,3,1725.0,3.0,85.0
Super built-up  Area,1.0,Hormavu,2,1153.0,2.0,65.0
Built-up  Area,1.0,Hormavu,2,1150.0,2.0,53.11
Super built-up  Area,1.0,Hormavu,2,1123.0,2.0,56.0
Super built-up  Area,2.0,Hormavu,3,1385.0,2.0,69.0
Super built-up  Area,1.0,Hormavu,2,1030.0,2.0,49.35
Super built-up  Area,1.0,Hormavu,2,1018.0,2.0,50.8
Super built-up  Area,2.0,Hormavu,3,1555.0,3.0,75.0
Super built-up  Area,1.0,Hormavu,2,1143.0,2.0,53.0
Super built-up  Area,3.0,Hormavu,2,1100.0,2.0,38.0
Built-up  Area,2.0,Hormavu,2,1000.0,2.0,50.0
Super built-up  Area,2.0,Hormavu,2,1350.0,2.0,45.0
Super built-up  Area,2.0,Hormavu,2,1200.0,2.0,68.0
Super built-up  Area,3.0,Hormavu,2,1200.0,2.0,68.0
Super built-up  Area,1.0,Hormavu,2,765.0,2.0,37.49
Super built-up  Area,2.0,Hormavu,2,1250.0,2.0,60.0
Super built-up  Area,2.0,Hormavu,2,965.0,2.0,37.15
Carpet  Area,0.0,Hormavu,1,846.5,1.0,28.275
Super built-up  Area,1.0,Hormavu,2,1129.0,2.0,44.0
Super built-up  Area,1.0,Hormavu,3,1385.0,2.0,69.25
Super built-up  Area,1.0,Hormavu,2,1165.0,2.0,40.0
Super built-up  Area,1.0,Hormavu,2,1065.0,2.0,50.92
Super built-up  Area,1.0,Hormavu,2,1046.0,2.0,60.0
Super built-up  Area,0.0,Hormavu,2,1400.0,2.0,75.0
Super built-up  Area,2.0,Hormavu,3,1365.0,2.0,65.0
Super built-up  Area,1.0,Hormavu,2,1196.0,2.0,44.8
Super built-up  Area,1.0,Hormavu,2,1263.0,2.0,47.36
Super built-up  Area,1.0,Hormavu,2,1015.0,2.0,39.08
Plot  Area,0.0,Hormavu,2,1200.0,2.0,73.0
Super built-up  Area,2.0,Hormavu,2,1250.0,2.0,65.0
Super built-up  Area,1.0,Hormavu,2,1075.0,2.0,53.7
Super built-up  Area,2.0,Hormavu,2,980.0,2.0,42.0
Carpet  Area,0.0,Hormavu,4,2282.0,4.0,115.0
Super built-up  Area,1.0,Hormavu,2,1206.0,2.0,55.0
Super built-up  Area,2.0,Hormavu,2,1310.0,2.0,67.0
Super built-up  Area,3.0,Hormavu,2,1310.0,2.0,60.0
Super built-up  Area,2.0,Hormavu,2,1020.0,2.0,45.75
Super built-up  Area,3.0,Hormavu,2,1210.0,2.0,69.0
Super built-up  Area,2.0,Hosa Road,3,1652.0,3.0,85.0
Super built-up  Area,1.0,Hosa Road,2,1161.0,2.0,55.15
Super built-up  Area,1.0,Hosa Road,2,1430.0,2.0,97.52
Super built-up  Area,1.0,Hosa Road,2,1365.0,2.0,92.0
Super built-up  Area,2.0,Hosa Road,2,1243.0,2.0,48.5
Super built-up  Area,1.0,Hosa Road,3,1332.0,2.0,86.12
Super built-up  Area,1.0,Hosa Road,1,615.0,1.0,28.29
Super built-up  Area,1.0,Hosa Road,3,1318.0,2.0,85.28
Super built-up  Area,1.0,Hosa Road,3,1513.0,3.0,103.0
Super built-up  Area,1.0,Hosa Road,2,1133.0,2.0,52.0
Super built-up  Area,2.0,Hosa Road,2,1016.0,2.0,40.0
Built-up  Area,2.0,Hosa Road,2,972.0,2.0,40.0
Super built-up  Area,2.0,Hosa Road,3,1532.0,3.0,98.13
Super built-up  Area,1.0,Hosa Road,3,1680.0,3.0,101.0
Plot  Area,0.0,Hosa Road,2,880.0,2.0,50.0
Super built-up  Area,1.0,Hosa Road,3,1533.0,3.0,98.18
Super built-up  Area,1.0,Hosa Road,2,1040.0,2.0,68.59
Super built-up  Area,1.0,Hosa Road,2,1040.0,2.0,61.0
Super built-up  Area,1.0,Hosa Road,2,1245.0,2.0,62.0
Super built-up  Area,1.0,Hosa Road,3,1311.0,2.0,84.86
Super built-up  Area,2.0,Hosa Road,3,1512.0,3.0,103.0
Super built-up  Area,0.0,Hosa Road,1,1107.5,1.0,39.99
Super built-up  Area,1.0,Hosa Road,2,1364.0,2.0,64.79
Super built-up  Area,1.0,Hosa Road,2,1016.0,2.0,45.0
Super built-up  Area,1.0,Hosa Road,2,1360.0,2.0,77.61
Super built-up  Area,2.0,Hosa Road,2,1170.0,2.0,65.0
Super built-up  Area,2.0,Hosa Road,3,1470.0,2.0,84.22
Super built-up  Area,1.0,Hosa Road,2,1161.0,2.0,48.75
Super built-up  Area,2.0,Hosa Road,3,1893.0,3.0,130.0
Super built-up  Area,1.0,Hosa Road,2,1016.0,2.0,39.95
Super built-up  Area,1.0,Hosakerehalli,3,2378.0,3.0,262.0
Super built-up  Area,1.0,Hosakerehalli,3,2376.0,3.0,203.0
Built-up  Area,1.0,Hosakerehalli,4,3205.0,5.0,380.0
Super built-up  Area,1.0,Hosakerehalli,2,1085.0,2.0,47.74
Super built-up  Area,1.0,Hosakerehalli,4,3024.0,5.0,350.0
Super built-up  Area,3.0,Hosakerehalli,2,1304.0,2.0,100.0
Super built-up  Area,2.0,Hosakerehalli,3,2480.0,3.0,245.0
Built-up  Area,1.0,Hosakerehalli,2,925.0,2.0,46.5
Super built-up  Area,1.0,Hosakerehalli,3,2480.0,4.0,260.0
Super built-up  Area,3.0,Hosakerehalli,3,1596.0,3.0,79.8
Plot  Area,1.0,Hosakerehalli,3,1200.0,2.0,100.0
Super built-up  Area,2.0,Hosakerehalli,4,3205.0,4.0,300.0
Super built-up  Area,1.0,Hosakerehalli,4,3033.0,4.0,326.0
Super built-up  Area,1.0,Hosakerehalli,3,2480.0,4.0,265.0
Built-up  Area,1.0,Hosakerehalli,2,925.0,2.0,46.25
Super built-up  Area,1.0,Hosakerehalli,3,2376.0,3.0,240.0
Super built-up  Area,2.0,Hoskote,3,1250.0,3.0,50.0
Super built-up  Area,1.0,Hoskote,3,1225.0,3.0,40.0
Super built-up  Area,3.0,Hoskote,3,1740.0,3.0,60.0
Super built-up  Area,3.0,Hoskote,2,1170.0,2.0,45.0
Super built-up  Area,2.0,Hoskote,2,1095.0,2.0,33.6
Built-up  Area,3.0,Hoskote,2,1065.0,2.0,31.5
Super built-up  Area,2.0,Hoskote,2,1065.0,2.0,28.5
Super built-up  Area,1.0,Hoskote,2,945.0,2.0,35.0
Built-up  Area,3.0,Hoskote,2,1065.0,2.0,33.75
Built-up  Area,1.0,Hosur Road,2,1656.0,2.0,120.0
Built-up  Area,0.0,Hosur Road,2,1194.0,2.0,69.0
Built-up  Area,2.0,Hosur Road,5,3300.0,5.0,240.0
Super built-up  Area,1.0,Hosur Road,3,1510.0,2.0,105.0
Super built-up  Area,1.0,Hosur Road,3,1427.0,2.0,80.63
Super built-up  Area,1.0,Hosur Road,3,1508.0,2.0,110.0
Super built-up  Area,1.0,Hosur Road,1,460.0,1.0,21.0
Super built-up  Area,1.0,Hosur Road,2,1179.0,2.0,49.0
Super built-up  Area,1.0,Hosur Road,2,950.0,2.0,60.0
Super built-up  Area,1.0,Hosur Road,2,1194.0,2.0,71.64
Super built-up  Area,1.0,Hosur Road,3,1766.0,3.0,130.0
Super built-up  Area,1.0,Hosur Road,3,1689.0,3.0,103.0
Built-up  Area,3.0,Hosur Road,5,3600.0,5.0,180.0
Super built-up  Area,1.0,Hosur Road,2,1170.0,2.0,48.0
Super built-up  Area,1.0,Hosur Road,2,1250.0,2.0,55.0
Super built-up  Area,2.0,Hosur Road,3,1689.0,3.0,103.0
Plot  Area,1.0,Hosur Road,4,2000.0,4.0,130.0
Super built-up  Area,2.0,Hosur Road,2,1250.0,2.0,65.0
Super built-up  Area,2.0,Hosur Road,3,1919.0,3.0,117.0
Super built-up  Area,2.0,Hulimavu,2,1125.0,2.0,50.0
Super built-up  Area,3.0,Hulimavu,2,1242.0,2.0,51.0
Built-up  Area,2.0,Hulimavu,3,1823.0,3.0,100.0
Super built-up  Area,3.0,Hulimavu,2,1300.0,2.0,36.0
Super built-up  Area,2.0,Hulimavu,2,1080.0,2.0,43.2
Super built-up  Area,2.0,Hulimavu,2,1100.0,2.0,71.5
Super built-up  Area,2.0,Hulimavu,1,688.0,1.0,50.0
Super built-up  Area,2.0,Hulimavu,2,1255.0,2.0,73.0
Super built-up  Area,1.0,Hulimavu,2,1058.0,2.0,48.0
Super built-up  Area,2.0,Hulimavu,2,1375.0,2.0,80.0
Super built-up  Area,1.0,Hulimavu,2,1248.0,2.0,69.0
Super built-up  Area,1.0,Hulimavu,3,1818.0,3.0,135.0
Super built-up  Area,2.0,Hulimavu,2,1225.0,2.0,55.0
Super built-up  Area,2.0,Hulimavu,2,1255.0,2.0,74.0
Super built-up  Area,2.0,Hulimavu,2,1255.0,2.0,69.0
Super built-up  Area,3.0,Hulimavu,2,1255.0,2.0,66.0
Super built-up  Area,1.0,Hulimavu,2,1127.0,2.0,65.0
Super built-up  Area,1.0,Hulimavu,2,1200.0,2.0,50.0
Plot  Area,0.0,Hulimavu,2,1200.0,2.0,75.0
Super built-up  Area,2.0,Hulimavu,3,1430.0,2.0,90.0
Super built-up  Area,1.0,Hulimavu,2,850.0,1.0,39.5
Built-up  Area,1.0,Hulimavu,2,1000.0,2.0,45.0
Super built-up  Area,3.0,Hulimavu,4,3560.0,5.0,318.0
Super built-up  Area,2.0,Hulimavu,2,1011.0,2.0,38.0
Super built-up  Area,2.0,Hulimavu,2,1276.0,2.0,76.0
Plot  Area,0.0,Hulimavu,2,1500.0,2.0,90.0
Super built-up  Area,0.0,Hulimavu,2,1942.5,2.0,60.48
Super built-up  Area,1.0,Hulimavu,2,1021.0,2.0,76.0
Super built-up  Area,1.0,Hulimavu,1,581.0,1.0,29.0
Super built-up  Area,3.0,Hulimavu,2,935.0,2.0,45.0
Built-up  Area,2.0,Hulimavu,2,1050.0,2.0,125.0
Super built-up  Area,1.0,Hulimavu,3,1260.0,2.0,82.0
Built-up  Area,1.0,Hulimavu,1,450.0,1.0,20.0
Super built-up  Area,1.0,Hulimavu,2,1231.0,2.0,84.5
Super built-up  Area,1.0,Hulimavu,3,1916.0,2.0,150.0
Super built-up  Area,2.0,Hulimavu,2,1115.0,2.0,44.6
Super built-up  Area,1.0,Iblur Village,3,3235.0,3.0,235.0
Super built-up  Area,1.0,Iblur Village,4,3596.0,5.0,290.0
Super built-up  Area,2.0,Iblur Village,3,1920.0,3.0,130.0
Super built-up  Area,2.0,Iblur Village,3,1995.0,3.0,135.0
Super built-up  Area,1.0,Iblur Village,4,3596.0,5.0,282.0
Super built-up  Area,2.0,Iblur Village,3,1918.0,3.0,129.0
Super built-up  Area,2.0,Iblur Village,3,2100.0,4.0,145.0
Super built-up  Area,2.0,Iblur Village,3,1920.0,3.0,150.0
Super built-up  Area,2.0,Iblur Village,3,2000.0,4.0,138.0
Super built-up  Area,1.0,Iblur Village,4,3596.0,5.0,260.0
Super built-up  Area,1.0,Iblur Village,4,3596.0,5.0,279.0
Super built-up  Area,1.0,Iblur Village,3,2666.0,4.0,200.0
Super built-up  Area,3.0,Iblur Village,5,5384.0,5.0,420.0
Super built-up  Area,1.0,Iblur Village,4,3596.0,5.0,297.0
Super built-up  Area,2.0,Iblur Village,5,5515.0,6.0,425.0
Super built-up  Area,2.0,Iblur Village,4,3596.0,4.0,268.0
Super built-up  Area,2.0,Indira Nagar,2,1200.0,2.0,93.0
Super built-up  Area,2.0,Indira Nagar,2,1128.0,2.0,105.0
Super built-up  Area,1.0,Indira Nagar,3,2800.0,3.0,330.0
Super built-up  Area,2.0,Indira Nagar,3,1650.0,3.0,200.0
Built-up  Area,1.0,Indira Nagar,2,1210.0,2.0,102.0
Built-up  Area,2.0,Indira Nagar,2,1224.0,2.0,105.0
Super built-up  Area,2.0,Indira Nagar,3,2070.0,3.0,225.0
Built-up  Area,0.0,Indira Nagar,1,500.0,1.0,70.0
Super built-up  Area,2.0,Indira Nagar,2,1400.0,2.0,168.0
Super built-up  Area,2.0,Indira Nagar,2,1145.0,2.0,100.0
Super built-up  Area,2.0,Indira Nagar,2,1470.0,2.0,170.0
Plot  Area,1.0,Indira Nagar,8,3250.0,8.0,600.0
Super built-up  Area,2.0,Indira Nagar,2,1260.0,2.0,100.0
Built-up  Area,2.0,Indira Nagar,3,1740.0,3.0,191.0
Built-up  Area,3.0,Indira Nagar,3,1650.0,3.0,220.0
Plot  Area,1.0,Indira Nagar,3,1440.0,3.0,275.0
Super built-up  Area,2.0,Indira Nagar,2,1475.0,2.0,171.0
Built-up  Area,1.0,Indira Nagar,4,4000.0,4.0,700.0
Built-up  Area,2.0,Indira Nagar,1,850.0,1.0,60.0
Plot  Area,2.0,Indira Nagar,4,2400.0,4.0,405.0
Super built-up  Area,3.0,Indira Nagar,4,2800.0,4.0,365.0
Super built-up  Area,3.0,Indira Nagar,2,1260.0,2.0,120.0
Super built-up  Area,1.0,Indira Nagar,2,1149.0,2.0,130.0
Super built-up  Area,3.0,JP Nagar,3,1850.0,3.0,150.0
Super built-up  Area,1.0,JP Nagar,2,1000.0,2.0,35.0
Super built-up  Area,2.0,JP Nagar,2,1100.0,2.0,70.0
Super built-up  Area,1.0,JP Nagar,2,940.0,2.0,49.0
Built-up  Area,2.0,JP Nagar,2,1078.0,2.0,45.0
Super built-up  Area,1.0,JP Nagar,1,1050.0,1.0,44.0
Super built-up  Area,0.0,JP Nagar,2,2002.5,2.0,93.865
Super built-up  Area,2.0,JP Nagar,2,1200.0,2.0,62.0
Super built-up  Area,1.0,JP Nagar,2,1300.0,2.0,90.87
Built-up  Area,1.0,JP Nagar,3,1315.0,2.0,85.4
Super built-up  Area,2.0,JP Nagar,3,1690.0,3.0,112.0
Super built-up  Area,1.0,JP Nagar,1,750.0,1.0,52.5
Super built-up  Area,3.0,JP Nagar,2,1200.0,2.0,78.0
Super built-up  Area,1.0,JP Nagar,2,1100.0,2.0,45.0
Super built-up  Area,1.0,JP Nagar,2,1197.0,2.0,47.88
Built-up  Area,1.0,JP Nagar,7,2700.0,4.0,160.0
Built-up  Area,1.0,JP Nagar,2,820.0,2.0,45.0
Super built-up  Area,1.0,JP Nagar,3,1750.0,3.0,123.0
Super built-up  Area,0.0,JP Nagar,1,745.0,1.0,34.27
Super built-up  Area,2.0,JP Nagar,2,1150.0,2.0,90.0
Super built-up  Area,1.0,JP Nagar,3,1960.0,3.0,138.0
Super built-up  Area,2.0,JP Nagar,2,1250.0,2.0,60.0
Super built-up  Area,2.0,JP Nagar,2,1125.0,2.0,39.98
Carpet  Area,3.0,JP Nagar,3,2400.0,3.0,196.0
Super built-up  Area,1.0,JP Nagar,2,1300.0,2.0,91.65
Super built-up  Area,1.0,JP Nagar,2,1107.0,2.0,57.0
Super built-up  Area,2.0,JP Nagar,2,1250.0,2.0,93.0
Super built-up  Area,1.0,JP Nagar,3,1500.0,2.0,108.0
Super built-up  Area,1.0,JP Nagar,2,1405.0,2.0,99.0
Super built-up  Area,1.0,JP Nagar,2,1157.0,2.0,73.0
Built-up  Area,1.0,JP Nagar,2,1048.0,2.0,44.0
Super built-up  Area,3.0,Jakkur,2,1417.0,2.0,75.0
Built-up  Area,2.0,Jakkur,3,1590.0,2.0,125.0
Super built-up  Area,1.0,Jakkur,2,1279.0,2.0,77.0
Super built-up  Area,2.0,Jakkur,3,1710.0,3.0,107.0
Super built-up  Area,1.0,Jakkur,3,1396.0,2.0,86.51
Super built-up  Area,1.0,Jakkur,3,1865.0,3.0,124.0
Super built-up  Area,1.0,Jakkur,2,1100.0,2.0,53.35
Super built-up  Area,2.0,Jakkur,3,1760.0,3.0,139.0
Super built-up  Area,1.0,Jakkur,2,1290.0,2.0,100.0
Super built-up  Area,1.0,Jakkur,2,1452.19,2.0,100.0
Super built-up  Area,1.0,Jakkur,3,1798.0,3.0,120.0
Super built-up  Area,1.0,Jakkur,2,1300.0,2.0,85.0
Super built-up  Area,2.0,Jakkur,3,1950.0,3.0,131.0
Super built-up  Area,1.0,Jakkur,2,1230.0,2.0,76.0
Super built-up  Area,1.0,Jakkur,2,1050.0,2.0,49.87
Super built-up  Area,1.0,Jakkur,2,1290.0,2.0,80.0
Super built-up  Area,2.0,Jakkur,3,1760.0,3.0,110.0
Super built-up  Area,1.0,Jakkur,2,1483.0,2.0,98.0
Super built-up  Area,1.0,Jakkur,3,1645.0,3.0,100.0
Super built-up  Area,2.0,Jakkur,3,1650.0,3.0,111.0
Super built-up  Area,3.0,Jakkur,3,2423.0,4.0,160.0
Super built-up  Area,2.0,Jakkur,3,2197.0,3.0,136.0
Super built-up  Area,2.0,Jakkur,2,1125.0,2.0,65.0
Super built-up  Area,1.0,Jakkur,2,1230.0,2.0,79.0
Super built-up  Area,1.0,Jakkur,2,1202.0,2.0,79.0
Super built-up  Area,1.0,Jakkur,3,1858.0,3.0,123.0
Super built-up  Area,1.0,Jakkur,3,1798.0,3.0,110.0
Built-up  Area,2.0,Jakkur,3,1785.0,3.0,130.0
Super built-up  Area,2.0,Jakkur,2,1080.0,2.0,60.0
